timestamp,bid_price,ask_price,bid_volume,ask_volume,bid_ask_spread,order_depth,vwap,market_impact
0.0007936507936507,102.78765599176968,102.90819614404523,0.01,0.01,0.12054015227555226,0.02,102.84792606790747,0.0024108030455110454
0.0011904761904761,102.78765599176968,102.90819614404523,0.01,0.01,0.12054015227555226,0.02,102.84792606790747,0.0024108030455110454
0.0015873015873015,102.78765599176968,102.90819614404523,0.01,0.01,0.12054015227555226,0.02,102.84792606790747,0.0024108030455110454
0.0019841269841269,102.78765599176968,102.90819614404523,0.01,0.01,0.12054015227555226,0.02,102.84792606790747,0.0024108030455110454
0.0023809523809523,102.78765599176968,102.90819614404523,0.01,0.01,0.12054015227555226,0.02,102.84792606790747,0.0024108030455110454
0.0027777777777777,102.78765599176968,103.2581632406128,0.01,0.01,0.4705072488431199,0.02,103.02290961619124,0.009410144976862399
0.0031746031746031,102.78765599176968,103.2581632406128,0.01,0.01,0.4705072488431199,0.02,103.02290961619124,0.009410144976862399
0.0035714285714285,102.78765599176968,103.2581632406128,0.01,0.01,0.4705072488431199,0.02,103.02290961619124,0.009410144976862399
0.0039682539682539,102.78765599176968,104.97688553889498,0.01,0.01,2.1892295471252936,0.02,103.88227076533232,0.04378459094250587
0.0043650793650793,102.78765599176968,104.97688553889498,0.01,0.01,2.1892295471252936,0.02,103.88227076533232,0.04378459094250587
0.0047619047619047,102.78765599176968,105.6663138033032,0.01,0.01,2.8786578115335146,0.02,104.22698489753643,0.057573156230670296
0.0051587301587301,102.78765599176968,105.1395348500305,0.01,0.01,2.351878858260818,0.02,103.96359542090008,0.047037577165216365
0.0055555555555555,102.78765599176968,105.1395348500305,0.01,0.01,2.351878858260818,0.02,103.96359542090008,0.047037577165216365
0.0059523809523809,102.78765599176968,105.6663138033032,0.01,0.01,2.8786578115335146,0.02,104.22698489753643,0.057573156230670296
0.0063492063492063,102.78765599176968,105.71798500829016,0.01,0.01,2.9303290165204743,0.02,104.25282050002993,0.05860658033040949
0.0067460317460317,102.78765599176968,106.09609117087608,0.01,0.01,3.3084351791063966,0.02,104.44187358132288,0.06616870358212794
0.0071428571428571,102.78765599176968,106.09609117087608,0.01,0.01,3.3084351791063966,0.02,104.44187358132288,0.06616870358212794
0.0075396825396825,102.78765599176968,108.30855385318374,0.01,0.01,5.520897861414056,0.02,105.54810492247672,0.11041795722828113
0.0079365079365079,106.50456509047288,108.30855385318374,0.01,0.01,1.8039887627108584,0.02,107.4065594718283,0.03607977525421717
0.0083333333333333,106.50456509047288,107.9263894343068,0.01,0.01,1.4218243438339186,0.02,107.21547726238984,0.028436486876678373
0.0087301587301587,106.50456509047288,107.9263894343068,0.01,0.01,1.4218243438339186,0.02,107.21547726238984,0.028436486876678373
