timestamp,step,symbol,best_bid,best_ask,mid_price
1736379828.292738,91,AAPL,,100.52548759738255,
1736379828.320496,92,AAPL,,100.52548759738255,
1736379828.371573,93,AAPL,,102.47792150975758,
1736379828.8650439,94,AAPL,,99.38707330290917,
1736379829.3369339,95,AAPL,,99.38707330290917,
1736379829.478872,96,AAPL,,99.38707330290917,
1736379829.651961,97,AAPL,,102.47792150975758,
1736379829.79043,98,AAPL,,104.1498736120863,
1736379829.846512,99,AAPL,,97.47375455887229,
1736379829.866561,100,AAPL,,97.47375455887229,
1736379830.280946,101,AAPL,,97.47375455887229,
1736379830.460865,102,AAPL,103.31324241208762,104.1498736120863,103.73155801208696
1736379830.5789921,103,AAPL,103.31324241208762,104.1498736120863,103.73155801208696
1736379830.65941,104,AAPL,103.31324241208762,104.1498736120863,103.73155801208696
1736379830.847656,105,AAPL,103.31324241208762,104.1498736120863,103.73155801208696
1736379831.107898,106,AAPL,103.31324241208762,104.1498736120863,103.73155801208696
1736379831.141048,107,AAPL,103.31324241208762,107.31797455522262,105.31560848365513
1736379831.240757,108,AAPL,102.61494653293813,102.71047312163186,102.662709827285
1736379831.380977,109,AAPL,102.61494653293813,102.71047312163186,102.662709827285
1736379831.5345762,110,AAPL,99.71980981390189,102.71047312163186,101.21514146776687
1736379831.643905,111,AAPL,99.71980981390189,,
1736379831.9343219,112,AAPL,99.71980981390189,,
1736379832.066805,113,AAPL,99.71980981390189,,
1736379832.0912268,114,AAPL,,,
1736379832.303044,115,AAPL,97.22977472957116,,
1736379832.688978,116,AAPL,97.22977472957116,,
1736379833.043593,117,AAPL,97.22977472957116,101.3861253049551,99.30795001726312
1736379833.345093,118,AAPL,,101.3861253049551,
1736379833.4672441,119,AAPL,,101.3861253049551,
1736379833.826101,120,AAPL,,101.3861253049551,
1736379834.0978198,121,AAPL,97.238226059989,101.3861253049551,99.31217568247206
1736379835.029871,122,AAPL,97.238226059989,101.3861253049551,99.31217568247206
1736379835.2111528,123,AAPL,,101.3861253049551,
1736379835.5044138,124,AAPL,,100.02968143797808,
1736379835.932692,125,AAPL,,100.02968143797808,
1736379836.125551,126,AAPL,,100.02968143797808,
1736379836.3474612,127,AAPL,,98.33985587563132,
1736379836.446954,128,AAPL,96.04855675374951,98.33985587563132,97.1942063146904
1736379837.002583,129,AAPL,96.04855675374951,98.33985587563132,97.1942063146904
1736379837.286247,130,AAPL,96.04855675374951,98.33985587563132,97.1942063146904
1736379838.063083,131,AAPL,96.04855675374951,98.33985587563132,97.1942063146904
1736379838.476644,132,AAPL,96.04855675374951,98.33985587563132,97.1942063146904
1736379838.785843,133,AAPL,96.04855675374951,98.33985587563132,97.1942063146904
1736379838.834883,134,AAPL,98.98495344029202,99.46643645301533,99.22569494665368
1736379839.022797,135,AAPL,98.98495344029202,100.02968143797808,99.50731743913505
1736379839.200072,136,AAPL,98.98495344029202,101.3861253049551,100.18553937262357
1736379839.3225758,137,AAPL,98.98495344029202,101.3861253049551,100.18553937262357
1736379839.545352,138,AAPL,100.35436371539186,101.3861253049551,100.87024451017348
1736379839.839068,139,AAPL,103.71015021502708,,
1736379840.0389051,140,AAPL,100.35436371539186,,
1736379840.0463638,141,AAPL,96.04855675374951,,
1736379840.2473652,142,AAPL,97.9337503201373,,
1736379840.4583411,143,AAPL,97.9337503201373,,
1736379840.674073,144,AAPL,99.20773790508358,,
1736379840.714616,145,AAPL,99.20773790508358,,
1736379840.957959,146,AAPL,99.61744334410497,,
1736379841.047652,147,AAPL,99.20773790508358,,
1736379841.143409,148,AAPL,102.875731062336,,
