timestamp,step,symbol,best_bid,best_ask,mid_price
1736379811.238136,1,AAPL,98.3167629175906,101.03726691372084,99.67701491565572
1736379811.522039,2,AAPL,98.3167629175906,101.03726691372084,99.67701491565572
1736379811.571305,3,AAPL,98.3167629175906,101.17730221468678,99.74703256613869
1736379811.571517,4,AAPL,98.3167629175906,101.28402306364946,99.80039299062003
1736379811.66412,5,AAPL,98.3167629175906,101.28402306364946,99.80039299062003
1736379811.676613,6,AAPL,98.3167629175906,101.28402306364946,99.80039299062003
1736379811.934134,7,AAPL,97.61220785613841,101.28402306364946,99.44811545989393
1736379812.192405,8,AAPL,95.4577807070246,101.28402306364946,98.37090188533702
1736379812.300042,9,AAPL,95.4577807070246,101.28402306364946,98.37090188533702
1736379812.303807,10,AAPL,101.52839917348405,102.50317096677415,102.0157850701291
1736379812.5516648,11,AAPL,101.52839917348405,102.50317096677415,102.0157850701291
1736379812.6790001,12,AAPL,101.52839917348405,103.46001767178328,102.49420842263366
1736379813.010844,13,AAPL,101.52839917348405,,
1736379813.229857,14,AAPL,95.32222478858239,,
1736379813.529703,15,AAPL,95.32222478858239,104.73566438880923,100.02894458869581
1736379813.9118452,16,AAPL,99.77094935262059,104.73566438880923,102.25330687071491
1736379814.231742,17,AAPL,99.77094935262059,,
1736379814.2912068,18,AAPL,99.77094935262059,,
1736379814.460417,19,AAPL,99.77094935262059,,
1736379814.693695,20,AAPL,99.77094935262059,,
1736379814.694632,21,AAPL,99.77094935262059,,
1736379815.288959,22,AAPL,99.77094935262059,,
1736379815.3137972,23,AAPL,99.77094935262059,,
1736379815.515106,24,AAPL,99.77094935262059,103.13677299698708,101.45386117480383
1736379815.582668,25,AAPL,103.74749549333363,,
1736379815.781646,26,AAPL,103.74749549333363,,
1736379815.85458,27,AAPL,102.12782461949092,,
1736379816.193186,28,AAPL,102.12782461949092,,
1736379816.578959,29,AAPL,102.12782461949092,,
1736379817.060896,30,AAPL,99.77094935262059,,
1736379817.251343,31,AAPL,99.77094935262059,,
1736379817.3402681,32,AAPL,99.77094935262059,102.80888369788,101.2899165252503
1736379817.4481878,33,AAPL,99.77094935262059,,
1736379817.6482618,34,AAPL,99.77094935262059,104.95773579289158,102.36434257275609
1736379817.738773,35,AAPL,99.77094935262059,102.4881063013571,101.12952782698885
1736379817.781617,36,AAPL,99.31284012297951,102.4881063013571,100.90047321216831
1736379818.231551,37,AAPL,101.2976707091511,102.4881063013571,101.8928885052541
1736379818.43598,38,AAPL,104.09703143423658,104.95773579289158,104.52738361356408
1736379818.680515,39,AAPL,104.09703143423658,104.95773579289158,104.52738361356408
1736379818.718268,40,AAPL,104.09703143423658,104.95773579289158,104.52738361356408
1736379818.818943,41,AAPL,104.09703143423658,107.75341283951593,105.92522213687626
1736379818.8527858,42,AAPL,104.09703143423658,107.75341283951593,105.92522213687626
1736379818.9370399,43,AAPL,106.13862821469094,107.75341283951593,106.94602052710343
1736379819.36512,44,AAPL,106.13862821469094,107.75341283951593,106.94602052710343
1736379819.5291252,45,AAPL,106.13862821469094,107.75341283951593,106.94602052710343
1736379819.564715,46,AAPL,106.13862821469094,,
1736379819.901257,47,AAPL,106.13862821469094,,
1736379820.5434968,48,AAPL,105.5326217673812,,
1736379820.712207,49,AAPL,105.5326217673812,,
1736379820.968616,50,AAPL,104.09703143423658,,
1736379821.147978,51,AAPL,104.09703143423658,,
1736379821.481002,52,AAPL,103.3561725457392,,
1736379821.494265,53,AAPL,101.43272817347513,,
1736379821.8114161,54,AAPL,101.43272817347513,,
1736379821.99189,55,AAPL,101.43272817347513,,
1736379821.992248,56,AAPL,101.43272817347513,101.55715932685969,101.49494375016741
1736379822.546968,57,AAPL,97.63267036212548,101.55715932685969,99.59491484449259
1736379822.770427,58,AAPL,96.67608987338919,101.55715932685969,99.11662460012444
1736379822.795976,59,AAPL,96.67608987338919,101.55715932685969,99.11662460012444
1736379822.8418078,60,AAPL,96.67608987338919,101.55715932685969,99.11662460012444
1736379823.046648,61,AAPL,96.67608987338919,98.13650755370057,97.40629871354489
1736379823.116103,62,AAPL,95.32222478858239,98.13650755370057,96.72936617114148
1736379823.631145,63,AAPL,95.32222478858239,98.13650755370057,96.72936617114148
1736379823.648005,64,AAPL,95.00868614192986,98.13650755370057,96.57259684781522
1736379823.69681,65,AAPL,95.00868614192986,101.55715932685969,98.28292273439477
1736379824.435373,66,AAPL,95.00868614192986,,
1736379824.513448,67,AAPL,95.00868614192986,96.50960665923503,95.75914640058244
1736379824.822892,68,AAPL,95.00868614192986,96.50960665923503,95.75914640058244
1736379824.929631,69,AAPL,95.00868614192986,96.50960665923503,95.75914640058244
1736379825.333537,70,AAPL,95.00868614192986,96.50960665923503,95.75914640058244
1736379825.3426518,71,AAPL,95.00868614192986,96.50960665923503,95.75914640058244
1736379825.374614,72,AAPL,93.13024183202732,93.58840608817205,93.35932396009969
1736379825.593943,73,AAPL,93.13024183202732,93.38547319781401,93.25785751492066
1736379825.605761,74,AAPL,,93.38547319781401,
1736379825.65302,75,AAPL,,93.38547319781401,
1736379825.729986,76,AAPL,,93.38547319781401,
1736379825.83004,77,AAPL,,98.60870291020026,
1736379825.9904928,78,AAPL,,98.60870291020026,
1736379826.028217,79,AAPL,,98.60870291020026,
1736379826.160428,80,AAPL,,100.16644473406454,
1736379826.278422,81,AAPL,98.11713555645002,100.16644473406454,99.14179014525729
1736379826.5085042,82,AAPL,98.11713555645002,100.16644473406454,99.14179014525729
1736379827.37418,83,AAPL,98.11713555645002,100.16644473406454,99.14179014525729
1736379827.547702,84,AAPL,,100.16644473406454,
1736379827.57985,85,AAPL,,100.16644473406454,
1736379827.5848079,86,AAPL,,100.37661944819304,
1736379827.622206,87,AAPL,,100.52548759738255,
1736379827.728054,88,AAPL,,100.52548759738255,
1736379827.955971,89,AAPL,97.41326990030275,100.52548759738255,98.96937874884264
1736379828.288689,90,AAPL,,100.52548759738255,
