price,fundamental,volatility,regime,moving_avg_5,moving_avg_10,momentum,trade_frequency,avg_trade_size
100.0,100.0,50.0,pre_crisis,,,,,
102.47076155550464,99.9434831954962,0.91828968870447,pre_crisis,,,2.4707615555046374,,
103.7467199776782,99.93090403040502,0.8466505778818081,pre_crisis,,,1.2759584221735594,,
103.77974536272,99.88343612850444,0.7805823827937693,pre_crisis,,,0.033025385041810296,,
102.86668328964832,99.85588486807104,0.7196627822180128,pre_crisis,102.57278203711023,,-0.9130620730716856,5.0,102.57278203711023
105.35341145555182,99.89080199777004,0.6635025046194978,pre_crisis,103.6434643282206,,2.4867281659035,5.0,103.6434643282206
105.37684543649942,99.84370730978247,0.6117580140113825,pre_crisis,104.22468110441955,,0.023433980947601185,5.0,104.22468110441955
105.2724425960874,99.80610385396436,0.564014783170854,pre_crisis,104.52982562810139,,-0.10440284041202119,5.0,104.52982562810139
105.79432037254462,99.79731532120356,0.5199979202100493,pre_crisis,104.93274063006632,,0.5218777764572167,5.0,104.93274063006632
104.28143802307422,99.8070952236881,0.4794185039819741,pre_crisis,105.21569157675148,103.89423680693088,-1.5128823494704022,5.0,105.21569157675148
104.30016881135695,99.83133967956208,0.4420230396230026,pre_crisis,105.00504304791252,104.32425368806655,0.01873078828273833,5.0,105.00504304791252
103.74955320708376,99.86790146376968,0.4075275440156724,pre_crisis,104.6795846020294,104.45213285322447,-0.5506156042731902,5.0,104.6795846020294
104.46306370548392,99.8540811796814,0.3757274541005961,pre_crisis,104.51770882390869,104.52376722600505,0.7135104984001543,5.0,104.51770882390869
104.66028006959274,99.9321663742853,0.3464118845857449,pre_crisis,104.29090076331832,104.61182069669232,0.19721636410882581,5.0,104.29090076331832
105.29962065186228,99.9238401906136,0.3193795288358489,pre_crisis,104.49453728907592,104.85511443291371,0.6393405822695399,5.0,104.49453728907592
105.77907152478764,99.90319958207874,0.2944617839967693,pre_crisis,104.79031783176208,104.89768043983729,0.47945087292535504,5.0,104.79031783176208
106.71901709041586,99.91731036146486,0.271487045806879,pre_crisis,105.38421060842848,105.03189760522893,0.9399455656282214,5.0,105.38421060842848
107.7703978368315,99.88756363963584,0.2503151590832798,pre_crisis,106.04567743469799,105.28169312930336,1.0513807464156457,5.0,106.04567743469799
107.41380265226243,99.9025064311424,0.2308001301605368,pre_crisis,106.59638195123193,105.44364135727514,-0.35659518456907335,5.0,106.59638195123193
107.05456299756084,99.86392430829062,0.2127939331334352,pre_crisis,106.94737042037166,105.7209538547238,-0.3592396547015966,5.0,106.94737042037166
106.71717141261986,99.88546281039756,0.1961936574815915,pre_crisis,107.1349903979381,105.96265411485008,-0.3373915849409741,5.0,107.1349903979381
106.8751565996974,99.8972836253584,0.1808893025810881,pre_crisis,107.1662182997944,106.27521445411143,0.15798518707754283,5.0,107.1662182997944
106.62114495549368,99.93160072855612,0.1667781700851547,pre_crisis,106.93636772352684,106.49102257911242,-0.2540116442037288,5.0,106.93636772352684
106.25352359941846,99.95023283748202,0.1537698000883256,pre_crisis,106.70431191295805,106.650346932095,-0.36762135607521884,5.0,106.70431191295805
106.25309090920317,99.93694970302666,0.141779114032947,pre_crisis,106.54401749528651,106.74569395782908,-0.0004326902152911316,5.0,106.54401749528651
105.92481145510204,99.92999810792124,0.1307214738590529,pre_crisis,106.38554550378294,106.76026795086052,-0.32827945410112136,5.0,106.38554550378294
105.63265372569224,99.99136675473072,0.1205306529956821,pre_crisis,106.13704492898191,106.65163161438815,-0.29215772940980855,5.0,106.13704492898191
105.85417486416826,99.93999134072682,0.1111354442607503,pre_crisis,105.98365091071682,106.46000931712183,0.22152113847602095,5.0,105.98365091071682
105.62267332772436,99.91361488850713,0.1024732118104769,pre_crisis,105.85748085637802,106.28089638466804,-0.2315015364439006,5.0,105.85748085637802
105.67636244384184,99.99872213284294,0.0944881625698918,pre_crisis,105.74213516330573,106.14307632929612,0.05368911611748217,5.0,105.74213516330573
105.25318619774131,99.9739427062125,0.0871252875048804,pre_crisis,105.6078101118336,105.99667780780828,-0.4231762461005246,5.0,105.6078101118336
105.277768169079,99.99084841599957,0.0803459115341945,pre_crisis,105.53683300051095,105.83693896474642,0.024581971337681807,5.0,105.53683300051095
105.21734184078682,99.97724427338196,0.0740886912076787,pre_crisis,105.40946639583467,105.69655865327574,-0.06042632829218064,5.0,105.40946639583467
105.24860527260849,99.96908468341228,0.068321113410296,pre_crisis,105.33465278481148,105.59606682059476,0.031263431821670906,5.0,105.33465278481148
105.22107220335091,99.95913563693532,0.0630047581128274,pre_crisis,105.24359473671329,105.49286495000953,-0.02753306925757215,5.0,105.24359473671329
105.09461620530745,99.9336344664338,0.0581046402305578,pre_crisis,105.21188073822654,105.40984542503006,-0.1264559980434683,5.0,105.21188073822654
105.11694898947113,99.91568215896903,0.0535894266449859,pre_crisis,105.17971690230495,105.35827495140795,0.02233278416368023,5.0,105.17971690230495
105.04437326985912,99.90406258390816,0.0494271220049462,pre_crisis,105.14512318811941,105.27729479197703,-0.07257571961200426,5.0,105.14512318811941
105.03459428621984,99.88934261901508,0.0455917385045902,pre_crisis,105.10232099084169,105.21848688782659,-0.009778983639279204,5.0,105.10232099084169
105.01672323045632,99.86905682792975,0.042057109354495,pre_crisis,105.06145119626277,105.15252296648802,-0.017871055763521326,5.0,105.06145119626277
105.06753019155558,99.8296099081654,0.0388003456618255,pre_crisis,105.05603399351239,105.13395736586946,0.05080696109925498,5.0,105.05603399351239
